symbol,expr_mean,expr_std,expr_median,expr_max,expr_nonzero_fraction,expr_cv,expr_log1p_mean,expr_log1p_max
ENSG00000004779,917.4035087719299,377.01131375829334,845.0,1948,1.0,0.4109547327358433,6.822636846084931,7.575071699507561
ENSG00000004799,4808.508771929824,3204.6077435624243,4241.0,15649,1.0,0.6664452318917787,8.478350231466633,9.658226195968298
ENSG00000004809,0.38596491228070173,1.1300187413887102,0.0,7,0.17543859649122806,2.9277758299616585,0.32639658463247134,2.0794415416798357
ENSG00000004838,1.3157894736842106,1.3384145036044128,1.0,4,0.6140350877192983,1.0171950227393536,0.8397506547518208,1.6094379124341003
ENSG00000004846,0.10526315789473684,0.40901495459543624,0.0,2,0.07017543859649122,3.8856420686566446,0.10008345855698253,1.0986122886681098
ENSG00000004848,0.03508771929824561,0.18563715383027588,0.0,1,0.03508771929824561,5.290658884162863,0.0344861760711693,0.6931471805599453
ENSG00000004864,3114.157894736842,1695.9393182105994,2521.0,6250,1.0,0.5445900225794147,8.044035118455984,8.740496729931813
ENSG00000004866,697.5438596491229,306.79460731521056,685.0,1399,1.0,0.4398212428814638,6.548997967919895,7.24422751560335
ENSG00000004897,429.29824561403507,185.45185791468904,418.0,970,1.0,0.4319883899116173,6.064478562713386,6.878326468291325
ENSG00000004939,3.8596491228070176,4.676837287905563,2.0,19,0.7719298245614035,1.211726024593714,1.5809662383527883,2.995732273553991
ENSG00000004948,0.9298245614035088,1.279783032989899,0.0,4,0.42105263157894735,1.3763704317061176,0.6574290979578661,1.6094379124341003
ENSG00000004961,184.05263157894737,80.68488552312446,168.0,318,1.0,0.43837941805529446,5.220640279638627,5.765191102784844
ENSG00000004975,104.08771929824562,64.1168800767547,91.0,345,1.0,0.6159889034847493,4.654795423274945,5.846438775057725
ENSG00000005001,0.8070175438596491,1.2017635328850806,0.0,4,0.40350877192982454,1.489141769009774,0.5916777203950856,1.6094379124341003
ENSG00000005007,925.8245614035088,627.6640401067342,689.0,2330,1.0,0.6779513811506831,6.831764293505632,7.754052639035757
ENSG00000005020,172.50877192982455,93.32970029628018,147.0,434,1.0,0.5410142293184146,5.156228156782207,6.075346031088684
ENSG00000005022,5053.19298245614,2626.009128741861,4458.0,13186,1.0,0.5196732319266125,8.527973471322062,9.486986774807699
ENSG00000005059,21.912280701754387,11.299937897671299,21.0,55,1.0,0.515689719909739,3.131673042001826,4.02535169073515
ENSG00000005073,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ENSG00000005075,249.49122807017545,119.98855939615623,237.0,540,1.0,0.48093297838273713,5.523423902227856,6.293419278846481
ENSG00000005100,182.6315789473684,85.76330208756194,165.0,391,1.0,0.46959733131518067,5.212931462020333,5.971261839790462
ENSG00000005102,2.789473684210526,5.881984729740655,1.0,40,0.5964912280701754,2.108636035190046,1.3322271398496148,3.713572066704308
